0.5 1 5.0826E-5
0.7 0.9 5.2854E-5
0.8 0.8 0.002
0.9 0.6 1.3872E-5
0.9 0.7 1.2493E-4
0.9 0.8 3.8701E-5
1 0.3 8.9241E-6
1 0.4 1.263E-5
1 0.5 2.5084E-5
1 0.6 0.0011
1 0.7 5.1527E-5
1.1 0.1 8.5629E-6
1.1 0.2 1.1332E-5
1.1 0.3 1.7908E-5
1.1 0.4 4.655E-5
1.1 0.5 0.0212
1.1 0.6 4.1634E-5
1.2 0 8.5103E-6
1.2 0.1 1.3118E-5
1.2 0.2 2.5852E-5
1.2 0.3 1.428E-4
1.2 0.4 5.0341E-4
1.2 0.5 1.5165E-5
1.3 -0.1  9.5184E-6
1.3 0 1.987E-5
1.3 0.1 1.1503E-4
1.3 0.2 0.0113
1.3 0.3 2.3367E-5
1.4 -0.4  9.9963E-6
1.4 -0.3  1.8523E-5
1.4 -0.2  4.7201E-5
1.4 -0.1  5.6192E-4
1.4 0 3.2163E-4
1.4 0.1 2.8788E-5
1.4 0.2 8.5966E-6
1.5 -0.8  1.2106E-5
1.5 -0.7  2.2552E-5
1.5 -0.6  4.874E-5
1.5 -0.5  1.4852E-4
1.5 -0.4  0.0019
1.5 -0.3  0.0016
1.5 -0.2  1.3932E-4
1.5 -0.1  4.069E-5
1.5 0 1.8251E-5
1.5 0.1 9.7322E-6
1.6 -1.1  1.5969E-5
1.6 -1  3.9047E-5
1.6 -0.9  1.27E-4
1.6 -0.8  0.0013
1.6 -0.7  0.0019
1.6 -0.6  9.6706E-4
1.6 -0.5  1.6126E-4
1.6 -0.4  6.9516E-5
1.6 -0.3  3.8614E-5
1.6 -0.2  2.4021E-5
1.6 -0.1  1.6035E-5
1.6 0 1.1229E-5
1.6 0.1 8.1898E-6
1.7 -1.4  1.102E-5
1.7 -1.3  4.1466E-5
1.7 -1.2  5.0077E-4
1.7 -1.1  0.0018
1.7 -1  6.5647E-4
1.7 -0.9  1.5011E-4
1.7 -0.8  7.4789E-5
1.7 -0.7  4.7971E-5
1.7 -0.6  3.4439E-5
1.7 -0.5  2.6274E-5
1.7 -0.4  2.0837E-5
1.7 -0.3  1.6726E-5
1.7 -0.2  1.3789E-5
1.7 -0.1  1.1417E-5
1.7 0 9.6879E-6
1.7 0.1 8.3272E-6
