0.5 -0.9    0.0018
0.55    -0.9    0.0016
0.6 -0.85   0.1607
0.65    -0.85   0.0021
0.65    -0.8    0.0081
0.65    -0.05   0.0013
0.65    0   0.0018
0.65    0.05    0.0013
0.7 -0.85   0.0012
0.7 -0.8    0.011
0.7 -0.1    0.0017
0.7 -0.05   0.0052
0.7 0   0.0072
0.7 0.05    0.0053
0.7 0.1 0.0018
0.75    -1.3    0.0015
0.75    -1.25   0.0014
0.75    -0.75   0.0366
0.75    -0.7    0.0014
0.75    -0.1    0.0035
0.75    -0.05   0.0108
0.75    0   0.0151
0.75    0.05    0.0112
0.75    0.1 0.0039
0.75    1.25    0.0011
0.75    1.3 0.0014
0.8 -1.35   0.0012
0.8 -1.3    0.002
0.8 -1.25   0.0018
0.8 -0.75   0.0011
0.8 -0.7    0.0753
0.8 -0.65   0.002
0.8 -0.1    0.0051
0.8 -0.05   0.0155
0.8 0   0.0215
0.8 0.05    0.016
0.8 0.1 0.0055
0.8 0.25    0.0011
0.8 1.25    0.0015
0.8 1.3 0.0018
0.8 1.35    0.0012
0.85    -1.35   0.0012
0.85    -1.3    0.0019
0.85    -1.25   0.0017
0.85    -0.7    0.0042
0.85    -0.65   0.0995
0.85    -0.6    0.0015
0.85    -0.25   0.001
0.85    -0.1    0.0054
0.85    -0.05   0.0164
0.85    0   0.0228
0.85    0.05    0.0168
0.85    0.1 0.0057
0.85    0.25    0.0012
0.85    1.25    0.0015
0.85    1.3 0.0018
0.85    1.35    0.0011
0.9 -1.3    0.0014
0.9 -1.25   0.0012
0.9 -0.7    0.0015
0.9 -0.65   0.0027
0.9 -0.6    0.0164
0.9 -0.55   0.0043
0.9 -0.1    0.0043
0.9 -0.05   0.0131
0.9 0   0.018
0.9 0.05    0.0131
0.9 0.1 0.0044
0.9 1.25    0.0011
0.9 1.3 0.0013
0.95    -0.55   0.0052
0.95    -0.5    0.0975
0.95    -0.1    0.0025
0.95    -0.05   0.0075
0.95    0   0.0102
0.95    0.05    0.0073
0.95    0.1 0.0024
1   -0.45   0.0097
1   -0.4    0.0023
1   -0.05   0.0026
1   0   0.0034
1   0.05    0.0023
1.05    -0.35   0.0603
1.1 -0.25   0.0077
1.1 -0.05   0.0014
1.1 0   0.0016
1.1 0.05    0.0011
1.15    -0.15   0.0016
1.15    -0.1    0.3751
1.15    -0.05   0.019
1.15    0   0.0113
1.15    0.05    0.0055
1.15    0.1 0.0013
1.2 -0.05   0.0041
1.2 0   0.0578
1.2 0.05    0.1676
1.2 0.1 0.0104
1.25    0   0.0014
1.25    0.05    0.002
1.25    0.1 0.0017
1.25    0.2 0.0126
1.25    0.25    0.0466
1.25    0.3 0.003
1.3 -0.05   0.0012
1.3 0   0.0018
1.3 0.05    0.0017
1.3 0.45    0.0046
1.3 0.5 0.0111
1.3 0.55    0.0126
1.3 0.6 0.0082
1.3 0.65    0.0012
1.35    -0.05   0.0012
1.35    0   0.0017
1.35    0.05    0.0014
1.35    0.85    0.0103
1.35    0.9 0.009
1.35    0.95    0.0048
1.35    1   0.0012
1.35    1.05    0.0011
1.35    1.2 0.0019
1.35    1.25    0.0028
1.35    1.3 0.0021
1.4 -1.4    0.0015
1.4 -1.35   0.0024
1.4 -1.3    0.0023
1.4 -1.25   0.0013
1.4 0   0.0011
1.4 1.15    0.0012
1.4 1.2 0.0334
1.4 1.25    0.1524
1.4 1.3 0.4822
1.4 1.35    0.0493
1.4 1.4 0.0024
1.45    -1.35   0.0022
1.45    -1.3    0.0078
1.45    -1.25   0.0086
1.45    -1.2    0.0084
1.45    -1.15   0.0019
1.5 -1.35   0.0014
1.5 -0.85   0.0014
1.5 -0.7    0.0013
1.55    -1.35   0.0016
1.55    -1.3    0.0024
1.55    -1.25   0.0023
1.55    -1.2    0.0014
1.55    -1.05   0.0011
1.55    -0.45   0.0024
1.55    -0.4    0.0106
1.55    -0.35   0.0035
1.55    -0.3    0.0031
1.55    -0.25   0.0042
1.55    -0.2    0.0018
1.55    -0.1    0.0043
1.55    -0.05   0.0095
1.55    0   0.0107
1.55    0.05    0.0067
1.55    0.1 0.0021
1.6 -1.4    0.0057
1.6 -1.35   0.0244
1.6 -1.3    0.065
1.6 -1.25   0.0615
1.6 -1.2    0.0249
1.6 -1.15   0.0011
1.6 -0.75   0.0044
1.6 -0.7    0.0031
1.6 -0.25   0.0015
1.6 -0.2    0.0014
1.6 -0.15   0.0014
1.6 -0.1    0.0414
1.6 -0.05   0.1902
1.6 0   1.4944
1.6 0.05    0.675
1.6 0.1 0.2594
1.6 0.15    0.0071
1.6 0.2 0.0029
1.6 0.25    0.0024
1.65    -1.4    0.0059
1.65    -1.35   0.0205
1.65    -1.3    0.0341
1.65    -1.25   0.0304
1.65    -1.2    0.0131
1.65    -1.15   0.001
1.65    -1.1    0.0015
1.65    -1.05   0.0038
1.65    -1  0.0013
1.65    -0.95   0.001
1.65    -0.9    0.0051
1.65    -0.45   0.0013
1.65    -0.4    0.0181
1.65    -0.35   0.0038
1.65    -0.3    0.0018
1.65    -0.25   0.0048
1.65    -0.2    0.0019
1.65    -0.1    0.0089
1.65    -0.05   0.0243
1.65    0   0.033
1.65    0.05    0.0253
1.65    0.1 0.0099
1.65    0.25    0.0028
1.65    0.4 0.0108
