 -6.98 0.001096 
 -6.95 0.000568 
 -6.92 0.000145 
 -6.89 0.000029 
 -6.86 0.000331 
 -6.83 0.000977 
 -6.80 0.001738 
 -6.77 0.002374 
 -6.74 0.002757 
 -6.71 0.002949 
 -6.68 0.003187 
 -6.65 0.003768 
 -6.62 0.004888 
 -6.59 0.006490 
 -6.56 0.008220 
 -6.53 0.009508 
 -6.50 0.009780 
 -6.47 0.008716 
 -6.44 0.006452 
 -6.41 0.003612 
 -6.38 0.001152 
 -6.35 0.000037 
 -6.32 0.000868 
 -6.29 0.003572 
 -6.26 0.007329 
 -6.23 0.010781 
 -6.20 0.012518 
 -6.17 0.011649 
 -6.14 0.008296 
 -6.11 0.003786 
 -6.08 0.000467 
 -6.05 0.001153 
 -6.02 0.008295 
 -5.99 0.023147 
 -5.96 0.045192 
 -5.93 0.072051 
 -5.90 0.099930 
 -5.87 0.124431 
 -5.84 0.141505 
 -5.81 0.148343 
 -5.78 0.143994 
 -5.75 0.129553 
 -5.72 0.107815 
 -5.69 0.082558 
 -5.66 0.057591 
 -5.63 0.035955 
 -5.60 0.019445 
 -5.57 0.008531 
 -5.54 0.002597 
 -5.51 0.000358 
 -5.48 0.000324 
 -5.45 0.001183 
 -5.42 0.002039 
 -5.39 0.002460 
 -5.36 0.002378 
 -5.33 0.001941 
 -5.30 0.001355 
 -5.27 0.000796 
 -5.24 0.000371 
 -5.21 0.000127 
 -5.18 0.000074 
 -5.15 0.000201 
 -5.12 0.000480 
 -5.09 0.000860 
 -5.06 0.001265 
 -5.03 0.001601 
 -5.00 0.001781 
 -4.97 0.001752 
 -4.94 0.001519 
 -4.91 0.001142 
 -4.88 0.000717 
 -4.85 0.000347 
 -4.82 0.000104 
 -4.79 0.000014 
 -4.76 0.000057 
 -4.73 0.000181 
 -4.70 0.000323 
 -4.67 0.000430 
 -4.64 0.000470 
 -4.61 0.000437 
 -4.58 0.000342 
 -4.55 0.000214 
 -4.52 0.000091 
 -4.49 0.000018 
 -4.46 0.000033 
 -4.43 0.000156 
 -4.40 0.000369 
 -4.37 0.000613 
 -4.34 0.000799 
 -4.31 0.000842 
 -4.28 0.000701 
 -4.25 0.000419 
 -4.22 0.000131 
 -4.19 0.000030 
 -4.16 0.000292 
 -4.13 0.000992 
 -4.10 0.002037 
 -4.07 0.003171 
 -4.04 0.004042 
 -4.01 0.004328 
 -3.98 0.003876 
 -3.95 0.002803 
 -3.92 0.001485 
 -3.89 0.000434 
 -3.86 0.000089 
 -3.83 0.000629 
 -3.80 0.001878 
 -3.77 0.003345 
 -3.74 0.004408 
 -3.71 0.004579 
 -3.68 0.003745 
 -3.65 0.002260 
 -3.62 0.000822 
 -3.59 0.000173 
 -3.56 0.000783 
 -3.53 0.002623 
 -3.50 0.005167 
 -3.47 0.007636 
 -3.44 0.009438 
 -3.41 0.010587 
 -3.38 0.011861 
 -3.35 0.014559 
 -3.32 0.019909 
 -3.29 0.028328 
 -3.26 0.038831 
 -3.23 0.048912 
 -3.20 0.055189 
 -3.17 0.054709 
 -3.14 0.046381 
 -3.11 0.031867 
 -3.08 0.015499 
 -3.05 0.003236 
 -3.02 0.000782 
 -2.99 0.011198 
 -2.96 0.032868 
 -2.93 0.059081 
 -2.90 0.079950 
 -2.87 0.086128 
 -2.84 0.072902 
 -2.81 0.043668 
 -2.78 0.012003 
 -2.75 0.000915 
 -2.72 0.037849 
 -2.69 0.146341 
 -2.66 0.338176 
 -2.63 0.609313 
 -2.60 0.938657 
 -2.57 1.287632 
 -2.54 1.602955 
 -2.51 1.825382 
 -2.48 1.909432 
 -2.45 1.845411 
 -2.42 1.652634 
 -2.39 1.367994 
 -2.36 1.034028 
 -2.33 0.695726 
 -2.30 0.398342 
 -2.27 0.177616 
 -2.24 0.048289 
 -2.21 0.001650 
 -2.18 0.013261 
 -2.15 0.053633 
 -2.12 0.096047 
 -2.09 0.118957 
 -2.06 0.117419 
 -2.03 0.099704 
 -2.00 0.057417 
 -1.97 0.020831 
 -1.94 0.003839 
 -1.91 0.001255 
 -1.88 0.029717 
 -1.85 0.040848 
 -1.82 0.069151 
 -1.79 0.083355 
 -1.76 0.030285 
 -1.73 0.088764 
 -1.70 0.066947 
 -1.67 0.026266 
 -1.64 0.052813 
 -1.61 0.083429 
 -1.58 0.006625 
 -1.55 0.002321 
 -1.52 0.002421 
 -1.49 0.006332 
 -1.46 0.001128 
 -1.43 0.000465 
 -1.40 0.000668 
 -1.37 0.000953 
 -1.34 0.000084 
 -1.31 0.000015 
 -1.28 0.000004 
 -1.25 0.000015 
 -1.22 0.000035 
 -1.19 0.000067 
 -1.16 0.000078 
 -1.13 0.005253 
 -1.10 0.012330 
 -1.07 0.000162 
 -1.04 0.002900 
 -1.01 0.001569 
 -0.98 0.000172 
 -0.95 0.000064 
 -0.92 0.000039 
 -0.89 0.000015 
 -0.86 0.000013 
 -0.83 0.000090 
 -0.80 0.000246 
 -0.77 0.000075 
 -0.74 0.000090 
 -0.71 0.000068 
 -0.68 0.000121 
 -0.65 0.000110 
 -0.62 0.000048 
 -0.59 0.000036 
 -0.56 0.000106 
 -0.53 0.000087 
 -0.50 0.000028 
 -0.47 0.000483 
 -0.44 0.000029 
 -0.41 0.000139 
 -0.38 0.000044 
 -0.35 0.000018 
 -0.32 0.000013 
 -0.29 0.000295 
 -0.26 0.000035 
 -0.23 0.000036 
 -0.20 0.000049 
 -0.17 0.000060 
 -0.14 0.000065 
 -0.11 0.000067 
 -0.08 0.000151 
 -0.05 0.000102 
 -0.02 0.000111 
  0.01 0.000138 
  0.04 0.002034 
  0.07 0.000202 
  0.10 0.000198 
  0.13 0.001617 
  0.16 0.000145 
  0.19 0.000138 
  0.22 0.000110 
  0.25 0.000046 
  0.28 0.000514 
  0.31 0.000777 
  0.34 0.000601 
  0.37 0.000705 
  0.40 0.000700 
  0.43 0.000801 
  0.46 0.001106 
  0.49 0.000245 
  0.52 0.000270 
  0.55 0.001242 
  0.58 0.007238 
  0.61 0.002056 
  0.64 0.003409 
  0.67 0.008033 
  0.70 0.035449 
  0.73 0.003906 
  0.76 0.005247 
  0.79 0.032693 
  0.82 0.014577 
  0.85 0.011018 
  0.88 0.007703 
  0.91 0.004989 
  0.94 0.018301 
  0.97 0.003147 
  1.00 0.003470 
  1.03 0.004391 
  1.06 0.000711 
  1.09 0.001781 
  1.12 0.005560 
  1.15 0.001796 
  1.18 0.040788 
  1.21 0.037627 
  1.24 0.002039 
  1.27 0.003873 
  1.30 0.000622 
  1.33 0.000739 
  1.36 0.000550 
  1.39 0.029369 
  1.42 0.005786 
  1.45 0.015652 
  1.48 0.007855 
  1.51 0.003767 
  1.54 0.007855 
  1.57 0.020474 
  1.60 0.155720 
  1.63 0.019994 
  1.66 0.012101 
  1.69 0.047891 
  1.72 0.039043 
  1.75 0.006837 
  1.78 0.012600 
  1.81 0.005976 
  1.84 0.002218 
  1.87 0.000522 
  1.90 0.000380 
  1.93 0.001422 
  1.96 0.003002 
  1.99 0.003715 
  2.02 0.004345 
  2.05 0.003581 
  2.08 0.002329 
  2.11 0.000991 
  2.14 0.000150 
  2.17 0.000205 
  2.20 0.001148 
  2.23 0.002627 
  2.26 0.004046 
  2.29 0.004754 
  2.32 0.004371 
  2.35 0.003042 
  2.38 0.001384 
  2.41 0.000216 
  2.44 0.000264 
  2.47 0.001883 
  2.50 0.004828 
  2.53 0.008238 
  2.56 0.010965 
  2.59 0.012058 
  2.62 0.011125 
  2.65 0.008465 
  2.68 0.004977 
  2.71 0.001891 
  2.74 0.000313 
  2.77 0.000750 
  2.80 0.002872 
  2.83 0.005672 
  2.86 0.007907 
  2.89 0.008605 
  2.92 0.007442 
  2.95 0.004909 
  2.98 0.002133 
  3.01 0.000397 
  3.04 0.000553 
  3.07 0.002655 
  3.10 0.005980 
  3.13 0.009397 
  3.16 0.011921 
  3.19 0.013235 
  3.22 0.013940 
  3.25 0.015352 
  3.28 0.018859 
  3.31 0.025126 
  3.34 0.033533 
  3.37 0.042095 
  3.40 0.047967 
  3.43 0.048471 
  3.46 0.042331 
  3.49 0.030574 
  3.52 0.016555 
  3.55 0.004943 
  3.58 0.000100 
  3.61 0.004394 
  3.64 0.017055 
  3.67 0.033983 
  3.70 0.048833 
  3.73 0.055275 
  3.76 0.049746 
  3.79 0.033561 
  3.82 0.013513 
  3.85 0.000716 
  3.88 0.007960 
  3.91 0.046104 
  3.94 0.120301 
  3.97 0.227343 
  4.00 0.355260 
  4.03 0.485763 
  4.06 0.598256 
  4.09 0.674470 
  4.12 0.702045 
  4.15 0.676978 
  4.18 0.604375 
  4.21 0.497416 
  4.24 0.374226 
  4.27 0.253642 
  4.30 0.150825 
  4.33 0.074674 
  4.36 0.027199 
  4.39 0.004820 
  4.42 0.000373 
  4.45 0.005603 
  4.48 0.013247 
  4.51 0.018478 
  4.54 0.019334 
  4.57 0.016240 
  4.60 0.011000 
  4.63 0.005700 
  4.66 0.001906 
  4.69 0.000271 
  4.72 0.000568 
  4.75 0.001994 
  4.78 0.003605 
  4.81 0.004677 
  4.84 0.004889 
  4.87 0.004301 
  4.90 0.003228 
  4.93 0.002049 
  4.96 0.001072 
  4.99 0.000452 
  5.02 0.000194 
  5.05 0.000199 
  5.08 0.000337 
  5.11 0.000493 
  5.14 0.000600 
  5.17 0.000631 
  5.20 0.000592 
  5.23 0.000502 
  5.26 0.000386 
  5.29 0.000269 
  5.32 0.000169 
  5.35 0.000102 
  5.38 0.000072 
  5.41 0.000076 
  5.44 0.000100 
  5.47 0.000127 
  5.50 0.000143 
  5.53 0.000140 
  5.56 0.000118 
  5.59 0.000086 
  5.62 0.000051 
  5.65 0.000024 
  5.68 0.000012 
  5.71 0.000026 
  5.74 0.000073 
  5.77 0.000162 
  5.80 0.000291 
  5.83 0.000447 
  5.86 0.000596 
  5.89 0.000695 
  5.92 0.000705 
  5.95 0.000610 
  5.98 0.000430 
  6.01 0.000223 
  6.04 0.000068 
  6.07 0.000034 
  6.10 0.000150 
  6.13 0.000380 
  6.16 0.000639 
  6.19 0.000818 
  6.22 0.000834 
  6.25 0.000675 
  6.28 0.000407 
  6.31 0.000159 
  6.34 0.000065 
  6.37 0.000206 
  6.40 0.000565 
  6.43 0.001038 
  6.46 0.001487 
  6.49 0.001818 
  6.52 0.002059 
  6.55 0.002375 
  6.58 0.003013 
  6.61 0.004181 
  6.64 0.005910 
  6.67 0.007954 
  6.70 0.009806 
  6.73 0.010833 
  6.76 0.010515 
  6.79 0.008704 
  6.82 0.005789 
  6.85 0.002666 
  6.88 0.000486 
  6.91 0.000239 
  6.94 0.002328 
  6.97 0.006290 
  7.00 0.010808 
  7.03 0.014089 
  7.06 0.014542 
  7.09 0.011577 
  7.12 0.006205 
  7.15 0.001206 
  7.18 0.000694 
  7.21 0.009156 
  7.24 0.030147 
  7.27 0.065009 
  7.30 0.111937 
  7.33 0.165857 
  7.36 0.219205 
  7.39 0.263489 
  7.42 0.291210 
  7.45 0.297517 
  7.48 0.281276 
  7.51 0.245348 
  7.54 0.195953 
  7.57 0.141255 
  7.60 0.089549 
  7.63 0.047476 
  7.66 0.018745 
  7.69 0.003752 
  7.72 0.000085 
  7.75 0.003620 
  7.78 0.009848 
  7.81 0.015055 
  7.84 0.017077 
  7.87 0.015504 
  7.90 0.011349 
  7.93 0.006358 
  7.96 0.002262 
  7.99 0.000192 
  8.02 0.000428 
  8.05 0.002468 
  8.08 0.005333 
  8.11 0.007971 
  8.14 0.009610 
  8.17 0.009940 
  8.20 0.009111 
  8.23 0.007563 
  8.26 0.005812 
  8.29 0.004263 
  8.32 0.003107 
  8.35 0.002336 
  8.38 0.001815 
  8.41 0.001394 
  8.44 0.000985 
  8.47 0.000591 
  8.50 0.000275 
  8.53 0.000110 
  8.56 0.000121 
  8.59 0.000268 
  8.62 0.000457 
  8.65 0.000584 
  8.68 0.000584 
  8.71 0.000456 
  8.74 0.000264 
  8.77 0.000099 
  8.80 0.000036 
  8.83 0.000101 
  8.86 0.000257 
  8.89 0.000426 
  8.92 0.000526 
  8.95 0.000508 
  8.98 0.000384 
